,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
53616,53617,8,2,99,1,15,1,504910,650498,4214,1,88,1,1,568007,4214,3069,203,4,568007,4,CZ042
53643,53644,1,1,9,4,63,7,1440530,744051,4214,2,2,1,6,554804,4214,3069,203,1,568104,2,CZ042
53645,53646,8,2,99,1,14,1,504910,650498,4214,2,88,2,1,568007,4214,3069,203,4,568007,4,CZ042
53647,53648,1,1,1,4,52,6,1268110,726818,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
53650,53651,1,1,4,4,58,6,1657190,765716,4214,3,2,2,7,568295,4214,3069,203,6,568295,2,CZ042
53651,53652,1,1,4,4,63,7,1268110,726818,4214,3,2,1,5,554804,4214,3069,203,1,568155,4,CZ042
53667,53668,1,1,9,4,54,6,517990,651796,4214,2,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
53672,53673,13,5,99,1,10,1,504910,650498,4214,1,88,2,3,568007,4214,3069,203,1,568007,4,CZ042
53679,53680,1,1,99,4,49,5,1268110,726818,4214,2,2,2,6,554804,4214,3069,203,1,568155,4,CZ042
53685,53686,8,2,99,1,15,1,834110,683418,4214,1,88,2,7,568058,4214,3069,203,6,568058,3,CZ042
53695,53696,13,5,99,1,10,1,517990,651796,4214,3,88,1,6,554804,4214,3069,203,2,568015,4,CZ042
53702,53703,13,5,99,1,10,1,1268020,726800,4214,3,88,1,6,568155,4214,3069,203,6,568155,4,CZ042
53709,53710,8,2,99,1,15,1,517990,651796,4214,3,88,2,3,568015,4214,3069,203,6,568015,4,CZ042
53722,53723,8,2,99,2,17,2,1749710,774979,4214,3,88,1,3,554804,4214,3069,203,1,553697,4,CZ042
53730,53731,13,5,99,1,11,1,517990,651796,4214,1,88,2,6,554804,4214,3069,998,6,568015,4,CZ042
53731,53732,8,2,99,1,12,1,1671180,767115,4214,1,88,2,6,568309,4214,3069,203,6,568309,2,CZ042
53745,53746,13,5,99,1,9,1,1749710,774979,4214,2,88,1,6,554804,4214,3069,998,2,553697,4,CZ042
53749,53750,13,5,99,1,9,1,1749710,774979,4214,3,88,2,6,554804,4214,3069,998,2,553697,4,CZ042
53755,53756,1,1,9,4,61,7,517990,651796,4214,1,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
53757,53758,13,5,99,0,7,1,547390,654736,4214,3,88,1,6,554804,4214,3069,203,2,568023,3,CZ042
53765,53766,8,2,99,1,15,1,1671180,767115,4214,2,88,2,6,568309,4214,3069,203,6,568309,2,CZ042
53772,53773,12,4,2,4,50,5,517990,651796,4214,2,2,1,3,568015,4214,3069,998,5,568015,4,CZ042
53786,53787,13,5,99,1,11,1,517990,651796,4214,4,88,1,3,530620,4214,3069,203,1,568015,4,CZ042
53795,53796,13,5,99,0,8,1,517990,651796,4214,1,88,1,1,554804,4214,3069,203,3,568015,4,CZ042
53797,53798,13,5,99,1,12,1,883910,688398,4214,1,88,2,1,554804,4214,3069,203,1,555223,2,CZ042
53802,53803,13,5,99,0,7,1,1786830,778681,4214,3,88,2,4,554804,4214,3069,998,6,568350,4,CZ042
53814,53815,1,1,4,4,43,5,1944920,794490,4214,2,2,1,1,568015,4214,3069,203,4,568015,4,CZ042
53815,53816,8,2,99,1,15,1,504910,650498,4214,2,88,2,3,568007,4214,3069,203,6,568007,4,CZ042
53817,53818,13,5,99,0,8,1,1268110,726818,4214,2,88,2,5,554804,4214,3069,998,6,568155,4,CZ042
53825,53826,13,5,99,1,10,1,1350710,735078,4214,1,88,1,4,530620,4214,3069,203,1,530620,99,CZ042
53826,53827,8,2,99,2,17,2,1268110,726818,4214,1,88,1,1,568155,4214,3069,203,4,568155,4,CZ042
53839,53840,8,2,99,1,14,1,504910,650498,4214,2,88,1,7,554804,4214,3069,203,1,568007,4,CZ042
53844,53845,8,2,99,1,15,1,517990,651796,4214,2,88,1,3,568015,4214,3069,203,6,568015,4,CZ042
53848,53849,13,5,99,0,7,1,3238290,654736,4214,2,88,1,6,568023,4214,3115,203,3,568023,3,CZ042
53849,53850,8,2,99,1,13,1,517990,651796,4214,3,88,2,3,554804,4214,3069,203,1,568015,4,CZ042
53862,53863,1,1,9,4,46,5,517990,651796,4214,2,2,1,6,563099,4203,3069,203,5,568015,4,CZ042
53867,53868,1,1,9,4,43,5,1788610,778869,4214,1,2,1,7,568058,4214,3069,203,1,555223,2,CZ042
53868,53869,13,5,99,1,11,1,1788610,778869,4214,2,88,1,6,555223,4214,3069,203,1,555223,2,CZ042
53869,53870,13,5,99,0,7,1,517990,651796,4214,2,88,1,3,553697,4214,3069,203,1,568015,4,CZ042
53882,53883,1,1,8,4,47,5,1268020,726800,4214,3,4,2,5,554804,4214,3069,203,1,568155,4,CZ042
53884,53885,8,2,99,1,12,1,1558110,755818,4214,2,88,1,7,567442,4213,3069,203,2,568015,4,CZ042
53890,53891,1,1,9,4,36,4,1450090,745031,4214,3,2,1,6,568023,4214,3069,203,1,568201,3,CZ042
53910,53911,13,5,99,0,7,1,517990,651796,4214,2,88,1,7,568015,4214,3069,203,1,568015,4,CZ042
53917,53918,7,5,99,4,45,5,1671180,767115,4214,3,4,2,3,568309,4214,3069,998,1,568309,2,CZ042
53932,53933,8,2,99,1,14,1,504910,650498,4214,1,88,1,1,568007,4214,3069,203,4,568007,4,CZ042
53936,53937,1,1,4,4,54,6,1268020,726800,4214,4,3,1,5,554804,4214,3069,203,1,568155,4,CZ042
53939,53940,13,5,99,1,11,1,303680,630365,4214,2,88,2,5,554804,4214,3069,203,4,567931,2,CZ042
53954,53955,1,1,7,4,34,4,1418360,741833,4214,2,2,2,4,554804,4214,3069,203,1,568007,4,CZ042
53956,53957,1,1,9,4,54,6,1788610,778869,4214,3,2,1,6,562335,4202,3069,203,2,555223,2,CZ042
53965,53966,13,5,99,0,7,1,1788610,778869,4214,2,88,2,6,554782,1100,3069,203,1,555223,2,CZ042
53982,53983,8,2,99,1,13,1,517990,651796,4214,1,88,1,7,544256,3102,3069,203,3,568015,4,CZ042
53985,53986,8,2,99,1,15,1,1657190,765716,4214,1,88,2,7,568015,4214,3069,203,1,568295,2,CZ042
53988,53989,13,5,99,1,11,1,517990,651796,4214,2,88,1,2,542407,4205,3069,203,4,568015,4,CZ042
53995,53996,8,2,99,1,13,1,504910,650498,4214,1,88,2,7,568007,4214,3069,203,4,568007,4,CZ042
53997,53998,13,5,99,1,10,1,517990,651796,4214,6,88,1,3,554804,4214,3069,998,6,568015,4,CZ042
54016,54017,13,5,99,1,9,1,1786830,778681,4214,3,88,1,6,568350,4214,3069,998,4,568350,4,CZ042
54019,54020,1,1,9,4,35,4,303680,630365,4214,3,2,2,6,554782,1100,3018,203,4,567931,2,CZ042
54056,54057,1,1,9,4,41,5,904840,690481,4214,2,2,1,6,568201,4214,3069,203,1,568091,2,CZ042
54062,54063,13,5,99,0,7,1,906970,690694,4214,4,88,1,6,568104,4214,3069,203,2,568104,2,CZ042
54063,54064,1,1,4,4,57,6,1788610,778869,4214,1,2,1,6,568058,4214,3069,203,1,555223,2,CZ042
54066,54067,8,2,99,1,13,1,904840,690481,4214,1,88,2,4,568350,4214,3069,203,1,568091,2,CZ042
54073,54074,13,5,99,1,9,1,1268110,726818,4214,2,88,1,6,554804,4214,3069,203,6,568155,4,CZ042
54080,54081,13,5,99,1,10,1,517990,651796,4214,3,88,1,6,568015,4214,3069,998,2,568015,4,CZ042
54081,54082,1,1,9,4,43,5,517990,651796,4214,1,2,2,4,554804,4214,3069,203,1,568015,4,CZ042
54083,54084,13,5,99,0,8,1,517990,651796,4214,1,88,1,6,568015,4214,3069,998,1,568015,4,CZ042
54089,54090,13,5,99,1,11,1,517990,651796,4214,3,88,1,3,554804,4214,3069,203,3,568015,4,CZ042
54097,54098,8,2,99,2,17,2,1350710,735078,4214,1,88,1,7,554804,4214,3069,203,1,530620,99,CZ042
54099,54100,13,5,99,1,10,1,1749710,774979,4214,2,88,1,6,554804,4214,3069,998,4,553697,4,CZ042
54104,54105,8,2,99,2,16,2,517990,651796,4214,1,88,2,4,554804,4214,3069,203,1,568015,4,CZ042
54105,54106,8,2,99,1,13,1,504910,650498,4214,1,88,2,6,568007,4214,3069,203,6,568007,4,CZ042
54133,54134,13,5,99,1,11,1,710210,671029,4214,2,88,1,6,553697,4214,3069,998,6,553697,4,CZ042
54134,54135,13,5,99,0,8,1,504910,650498,4214,2,88,1,5,568007,4214,3069,998,6,568007,4,CZ042
54137,54138,8,2,99,1,13,1,517990,651796,4214,2,88,2,4,567442,4213,3069,203,2,568015,4,CZ042
54141,54142,8,2,99,1,14,1,1786830,778681,4214,1,88,1,4,568350,4214,3069,203,6,568350,4,CZ042
54143,54144,1,1,4,4,50,5,504910,650498,4214,2,1,1,4,554804,4214,3069,203,1,568007,4,CZ042
54149,54150,13,5,99,1,10,1,834110,683418,4214,1,88,1,6,554804,4214,3069,998,6,568058,3,CZ042
54153,54154,13,5,99,0,8,1,504910,650498,4214,2,88,2,7,554804,4214,3069,203,1,568007,4,CZ042
54155,54156,13,5,99,1,9,1,517990,651796,4214,2,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
54174,54175,13,5,99,0,8,1,710300,671029,4214,1,88,2,6,554804,4214,3069,203,5,553697,4,CZ042
54185,54186,8,2,99,2,17,2,834110,683418,4214,2,88,1,1,568058,4214,3069,203,6,568058,3,CZ042
54190,54191,1,1,4,4,59,6,1651660,765163,4214,3,2,1,6,568201,4214,3069,203,1,568287,98,CZ042
54193,54194,8,2,99,1,12,1,1268110,726818,4214,1,88,2,5,568155,4214,3069,203,6,568155,4,CZ042
54195,54196,1,1,9,4,57,6,1651660,765163,4214,3,2,2,4,554804,4214,3069,203,1,568287,98,CZ042
54202,54203,13,5,99,0,8,1,517990,651796,4214,1,88,1,1,554804,4214,3069,203,1,568015,4,CZ042
54219,54220,1,1,5,4,44,5,1944920,794490,4214,1,2,2,3,568015,4214,3069,203,6,568015,4,CZ042
54231,54232,8,2,99,1,13,1,1531840,753181,4214,2,88,1,7,554804,4214,3069,203,1,568201,3,CZ042
54234,54235,8,2,99,2,16,2,1944920,794490,4214,1,88,2,7,568015,4214,3069,203,4,568015,4,CZ042
54244,54245,8,2,99,1,12,1,1444520,744450,4214,1,88,1,4,554804,4214,3069,203,1,546186,98,CZ042
54247,54248,13,5,99,1,11,1,517990,651796,4214,1,88,1,4,554804,4214,3069,203,1,568015,4,CZ042
54255,54256,8,2,99,1,13,1,232720,623270,4214,1,88,1,7,554804,4214,3069,203,1,568015,4,CZ042
54260,54261,8,2,99,1,12,1,3238370,765732,4214,3,88,1,1,568015,4214,3069,998,4,568295,2,CZ042
54265,54266,1,1,9,4,39,4,1788530,778851,4214,2,2,1,6,567442,4213,3069,203,2,555223,2,CZ042
54271,54272,8,2,99,1,14,1,3238370,765732,4214,3,88,1,4,568015,4214,3069,998,4,568295,2,CZ042
54291,54292,1,1,1,4,58,6,1657270,765724,4214,1,2,1,6,568007,4214,3069,203,1,568295,2,CZ042
54293,54294,1,1,9,4,58,6,517990,651796,4214,3,2,1,3,568384,4214,3069,203,1,568015,4,CZ042
54301,54302,2,1,9,4,47,5,1657270,765724,4214,1,2,2,4,568015,4214,3069,203,1,568295,2,CZ042
54312,54313,13,5,99,1,10,1,1268020,726800,4214,3,88,1,7,554804,4214,3069,998,1,568155,4,CZ042
54313,54314,8,2,99,2,16,2,1350710,735078,4214,2,88,1,4,568007,4214,3069,203,1,530620,99,CZ042
54317,54318,1,1,9,4,64,7,547390,654736,4214,2,2,1,4,567442,4213,3069,203,5,568023,3,CZ042
54318,54319,13,5,99,1,9,1,517990,651796,4214,2,88,1,1,554804,4214,3069,998,3,568015,4,CZ042
54325,54326,1,1,9,4,51,6,1350710,735078,4214,1,2,1,3,567639,4213,3069,998,6,530620,99,CZ042
54328,54329,13,5,99,1,10,1,1767290,776726,4214,1,88,1,6,568350,4214,3069,203,4,568350,4,CZ042
54334,54335,8,2,99,1,13,1,547390,654736,4214,1,88,2,4,554804,4214,3069,203,1,568023,3,CZ042
54348,54349,8,2,99,1,14,1,416700,641677,4214,2,88,1,7,568350,4214,3069,203,1,567973,99,CZ042
54350,54351,8,2,99,2,17,2,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
54383,54384,13,5,99,1,11,1,883910,688398,4214,2,88,2,4,565229,4208,3069,998,6,555223,2,CZ042
54415,54416,13,5,99,1,12,1,547390,654736,4214,6,88,1,3,554804,4214,3069,203,1,568023,3,CZ042
54426,54427,1,1,9,4,61,7,906970,690694,4214,3,4,1,6,554804,4214,3069,203,1,568104,2,CZ042
54434,54435,1,1,9,4,44,5,1531760,753181,4214,2,2,2,6,554804,4214,3069,203,1,568201,3,CZ042
54440,54441,8,2,99,1,14,1,1350710,735078,4214,2,88,1,7,567442,4213,3069,203,2,530620,99,CZ042
54444,54445,1,1,1,4,44,5,1268020,726800,4214,4,2,1,6,534951,2111,3026,203,4,568155,4,CZ042
54447,54448,13,5,99,1,12,1,1531760,753181,4214,2,88,2,6,567876,4213,3069,203,5,568201,3,CZ042
54448,54449,1,1,9,4,46,5,906970,690694,4214,3,2,2,6,554804,4214,3069,203,1,568104,2,CZ042
54451,54452,1,1,9,4,39,4,1786830,778681,4214,1,2,2,1,568350,4214,3069,203,4,568350,4,CZ042
54452,54453,8,2,99,1,15,1,1268020,726800,4214,1,88,1,6,568155,4214,3069,203,6,568155,4,CZ042
54454,54455,1,1,99,4,58,6,1350710,735078,4214,3,2,2,3,554804,4214,3069,203,1,530620,99,CZ042
54461,54462,8,2,99,1,15,1,1786830,778681,4214,2,88,1,6,568350,4214,3069,203,6,568350,4,CZ042
54466,54467,8,2,99,1,15,1,906970,690694,4214,2,88,2,6,565431,4205,3069,203,3,568104,2,CZ042
54472,54473,8,2,99,1,14,1,1268020,726800,4214,9,88,2,1,568155,4214,3069,203,6,568155,4,CZ042
54480,54481,8,2,99,1,13,1,834110,683418,4214,3,88,2,4,568058,4214,3069,203,6,568058,3,CZ042
54482,54483,13,5,99,1,9,1,1418360,741833,4214,1,88,2,3,567639,4213,3069,998,6,568007,4,CZ042
54483,54484,1,1,7,4,33,4,1749710,774979,4214,3,2,1,1,553697,4214,3069,998,5,553697,4,CZ042
54490,54491,8,2,99,1,13,1,1749710,774979,4214,9,88,2,5,553697,4214,3069,203,4,553697,4,CZ042
54508,54509,8,2,99,2,16,2,1418360,741833,4214,2,88,1,3,568007,4214,3069,203,4,568007,4,CZ042
54521,54522,12,4,9,3,29,3,1786830,778681,4214,3,2,2,6,568350,4214,3069,203,1,568350,4,CZ042
54558,54559,1,1,9,4,42,5,517990,651796,4214,2,2,2,3,554804,4214,3018,998,5,568015,4,CZ042
54559,54560,13,5,99,1,10,1,1268110,726818,4214,2,88,2,5,554804,4214,3069,998,1,568155,4,CZ042
54565,54566,8,2,99,2,17,2,363910,636398,4214,1,88,2,3,568201,4214,3069,203,1,567957,99,CZ042
54568,54569,1,1,9,4,62,7,363910,636398,4214,2,1,1,6,567451,4201,3069,203,2,567957,99,CZ042
54570,54571,7,5,99,4,46,5,363910,636398,4214,2,1,2,4,567957,4214,3069,998,1,567957,99,CZ042
54574,54575,13,5,99,1,9,1,1657270,765724,4214,3,88,1,6,568015,4214,3069,998,5,568295,2,CZ042
54580,54581,13,5,99,0,8,1,363910,636398,4214,2,88,1,6,554804,4214,3069,203,1,567957,99,CZ042
54581,54582,1,1,9,4,32,4,504910,650498,4214,2,4,2,3,553697,4214,3069,203,1,568007,4,CZ042
54587,54588,1,1,9,4,45,5,416700,641677,4214,2,2,1,6,568350,4214,3069,203,5,567973,99,CZ042
54594,54595,13,5,99,0,8,1,1268110,726818,4214,1,88,1,6,554804,4214,3069,998,2,568155,4,CZ042
54601,54602,1,1,9,4,42,5,416700,641677,4214,1,1,2,4,568350,4214,3069,203,1,567973,99,CZ042
54604,54605,13,5,99,1,10,1,1268110,726818,4214,3,88,1,6,554804,4214,3069,998,6,568155,4,CZ042
54606,54607,13,5,99,1,10,1,1450330,745031,4214,2,88,1,3,554804,4214,3069,203,6,568201,3,CZ042
54618,54619,1,1,9,4,46,5,834110,683418,4214,3,2,2,7,554804,4214,3069,203,1,568058,3,CZ042
54623,54624,8,2,99,1,13,1,1268020,726800,4214,3,88,1,5,568155,4214,3069,203,6,568155,4,CZ042
54633,54634,1,1,9,4,46,5,1268110,726818,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
54640,54641,13,5,99,1,11,1,517990,651796,4214,4,88,2,6,554804,4214,3069,203,2,568015,4,CZ042
54649,54650,1,1,7,4,36,4,1657350,765732,4214,5,4,1,5,554782,1100,3018,203,4,568295,2,CZ042
54656,54657,13,5,99,1,10,1,1268110,726818,4214,1,88,2,5,554804,4214,3069,998,3,568155,4,CZ042
54658,54659,13,5,99,0,7,1,1788530,778851,4214,1,88,2,4,554804,4214,3069,203,1,555223,2,CZ042
54661,54662,13,5,99,0,8,1,906970,690694,4214,5,88,1,6,554804,4214,3069,203,4,568104,2,CZ042
54675,54676,1,1,1,4,32,4,1268110,726818,4214,2,2,1,6,568155,4214,3123,203,3,568155,4,CZ042
54693,54694,1,1,5,4,55,6,1944920,794490,4214,2,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
54702,54703,13,5,99,1,9,1,1268110,726818,4214,4,88,1,6,568155,4214,3069,203,2,568155,4,CZ042
54719,54720,1,1,9,4,36,4,1786830,778681,4214,3,2,1,4,568350,4214,3069,203,6,568350,4,CZ042
54724,54725,1,1,4,4,37,4,504910,650498,4214,2,2,1,3,554804,4214,3069,203,1,568007,4,CZ042
54728,54729,1,1,9,4,59,6,1786830,778681,4214,2,2,2,7,568350,4214,3069,203,6,568350,4,CZ042
54734,54735,1,1,9,4,63,7,1786830,778681,4214,2,2,1,2,568350,4214,3069,203,6,568350,4,CZ042
54737,54738,13,5,99,1,9,1,1767290,776726,4214,1,88,1,7,554804,4214,3069,998,1,568350,4,CZ042
54744,54745,13,5,99,0,8,1,1657270,765724,4214,2,88,1,4,564567,4205,3069,203,2,568295,2,CZ042
54747,54748,8,2,99,2,17,2,504910,650498,4214,1,88,1,3,568007,4214,3069,203,6,568007,4,CZ042
54748,54749,13,5,99,1,11,1,1944920,794490,4214,4,88,2,3,568015,4214,3069,203,3,568015,4,CZ042
54752,54753,13,5,99,1,9,1,335110,633518,4214,2,88,2,6,554804,4214,3069,203,4,568201,3,CZ042
54755,54756,13,5,99,0,7,1,1657270,765724,4214,1,88,1,6,554804,4214,3069,998,1,568295,2,CZ042
54767,54768,13,5,99,1,12,1,1749710,774979,4214,2,88,2,6,534676,2114,3069,998,4,553697,4,CZ042
54772,54773,13,5,99,1,10,1,710210,671029,4214,2,88,2,6,560260,3211,3069,203,1,553697,4,CZ042
54773,54774,13,5,99,1,12,1,1749710,774979,4214,2,88,1,3,554804,4214,3069,203,1,553697,4,CZ042
54785,54786,8,2,99,1,15,1,1788610,778869,4214,2,88,1,4,555223,4214,3069,203,6,555223,2,CZ042
54788,54789,13,5,99,1,10,1,1200900,720097,4214,6,88,1,4,554804,4214,3069,998,6,568147,2,CZ042
54832,54833,1,1,99,4,55,6,517990,651796,4214,2,2,1,3,554804,4214,3069,203,1,568015,4,CZ042
54846,54847,1,1,9,4,40,4,547390,654736,4214,4,1,2,6,554804,4214,3069,203,1,568023,3,CZ042
54853,54854,1,1,9,4,39,4,1268110,726818,4214,3,4,2,6,554804,4214,3069,203,1,568155,4,CZ042
54860,54861,12,4,9,4,61,7,504910,650498,4214,3,1,2,3,567639,4213,3069,998,4,568007,4,CZ042
54874,54875,13,5,99,1,11,1,504910,650498,4214,2,88,2,3,554804,4214,3069,203,6,568007,4,CZ042
54877,54878,8,2,99,1,15,1,834110,683418,4214,1,88,1,1,568058,4214,3069,203,4,568058,3,CZ042
54878,54879,8,2,99,1,13,1,504910,650498,4214,2,88,1,6,568007,4214,3069,203,6,568007,4,CZ042
54881,54882,8,2,99,2,17,2,834110,683418,4214,1,88,2,1,568058,4214,3069,203,4,568058,3,CZ042
54883,54884,1,1,7,4,41,5,1749710,774979,4214,2,2,1,3,554804,4214,3069,203,1,553697,4,CZ042
54888,54889,8,2,99,1,15,1,1554030,755401,4214,9,88,2,6,554804,4214,3069,203,1,546925,99,CZ042
54891,54892,8,2,99,1,14,1,517990,651796,4214,1,88,2,1,568015,4214,3069,203,4,568015,4,CZ042
54895,54896,13,5,99,1,10,1,1531840,753181,4214,1,88,1,3,568201,4214,3069,203,4,568201,3,CZ042
54899,54900,1,1,9,4,50,5,1651660,765163,4214,6,2,1,6,568287,4214,3069,203,6,568287,98,CZ042
54900,54901,13,5,99,0,8,1,1657350,765732,4214,1,88,2,3,568295,4214,3069,203,1,568295,2,CZ042
54903,54904,1,1,4,4,44,5,3238370,765732,4214,2,2,1,6,568295,4214,3069,998,5,568295,2,CZ042
54906,54907,12,4,9,4,48,5,1786830,778681,4214,9,2,2,6,554804,4214,3069,203,1,568350,4,CZ042
54909,54910,1,1,9,4,48,5,1767290,776726,4214,5,4,1,6,567256,4206,3069,203,2,568350,4,CZ042
54911,54912,8,2,99,1,14,1,1767290,776726,4214,1,88,1,4,568350,4214,3069,203,4,568350,4,CZ042
54915,54916,4,5,1,4,38,4,547390,654736,4214,3,4,2,4,553697,4214,3069,203,1,568023,3,CZ042
54918,54919,13,5,99,0,7,1,547390,654736,4214,3,88,1,6,554804,4214,3069,203,1,568023,3,CZ042
54921,54922,8,2,99,1,15,1,1651660,765163,4214,3,88,2,6,568287,4214,3069,203,6,568287,98,CZ042
54924,54925,13,5,99,1,12,1,334990,633496,4214,4,88,1,6,554804,4214,3069,203,3,568201,3,CZ042
54931,54932,1,1,9,4,44,5,517990,651796,4214,1,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
54940,54941,8,2,99,1,13,1,1786830,778681,4214,2,88,1,7,568350,4214,3069,203,6,568350,4,CZ042
54941,54942,8,2,99,1,12,1,1268020,726800,4214,1,88,2,7,554804,4214,3069,203,1,568155,4,CZ042
54942,54943,1,1,5,4,43,5,1268110,726818,4214,2,2,1,6,562335,4202,3069,203,2,568155,4,CZ042
54952,54953,13,5,99,0,8,1,1786830,778681,4214,2,88,2,4,554804,4214,3069,203,1,568350,4,CZ042
54969,54970,13,5,99,1,9,1,517990,651796,4214,3,88,2,6,554804,4214,3069,203,1,568015,4,CZ042
54972,54973,13,5,99,1,9,1,833990,683396,4214,3,88,1,6,568058,4214,3069,203,5,568058,3,CZ042
54992,54993,13,5,99,1,9,1,834110,683418,4214,4,88,1,3,568058,4214,3069,998,6,568058,3,CZ042
54996,54997,8,2,99,1,13,1,1268110,726818,4214,1,88,2,1,568155,4214,3069,203,4,568155,4,CZ042
55017,55018,1,1,1,3,28,3,1944920,794490,4214,1,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
55021,55022,1,1,9,4,33,4,1951620,795160,4214,2,2,1,6,568147,4214,3069,203,1,555223,2,CZ042
55027,55028,1,1,5,4,46,5,1558110,755818,4214,2,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
55037,55038,1,1,6,4,60,6,1749710,774979,4214,1,2,2,1,553697,4214,3069,203,6,553697,4,CZ042
55052,55053,8,2,99,1,14,1,517990,651796,4214,3,88,2,5,568015,4214,3069,203,6,568015,4,CZ042
55053,55054,1,1,7,4,40,4,1657350,765732,4214,2,4,1,6,554804,4214,3069,203,1,568295,2,CZ042
55060,55061,1,1,99,3,29,3,517990,651796,4214,2,1,1,6,554804,4214,3069,203,1,568015,4,CZ042
55065,55066,1,1,5,4,54,6,517990,651796,4214,1,4,1,6,554804,4214,3069,203,1,568015,4,CZ042
55070,55071,8,2,99,1,12,1,1749710,774979,4214,1,88,1,7,554804,4214,3069,203,1,553697,4,CZ042
55084,55085,1,1,5,4,42,5,710210,671029,4214,1,2,1,3,553697,4214,3069,203,4,553697,4,CZ042
55113,55114,8,2,99,1,13,1,1554110,755419,4214,2,88,1,7,554804,4214,3069,203,1,546925,99,CZ042
55143,55144,1,1,9,4,58,6,517990,651796,4214,2,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
55144,55145,1,1,4,4,55,6,517990,651796,4214,1,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
55145,55146,13,5,99,0,7,1,303680,630365,4214,3,88,2,5,553697,4214,3018,998,1,567931,2,CZ042
55146,55147,8,2,99,1,13,1,1418360,741833,4214,1,88,1,7,568007,4214,3069,203,4,568007,4,CZ042
55151,55152,8,2,99,2,16,2,1268110,726818,4214,1,88,2,1,568155,4214,3069,203,4,568155,4,CZ042
55152,55153,8,2,99,1,14,1,303680,630365,4214,2,88,1,3,554804,4214,3069,203,1,567931,2,CZ042
55153,55154,13,5,99,0,8,1,1268110,726818,4214,2,88,1,6,554804,4214,3069,203,3,568155,4,CZ042
55154,55155,8,2,99,1,12,1,303680,630365,4214,2,88,1,3,554804,4214,3069,203,1,567931,2,CZ042
55169,55170,1,1,7,4,40,4,1671180,767115,4214,2,2,1,4,554782,1100,3069,203,5,568309,2,CZ042
55170,55171,8,2,99,1,13,1,1671180,767115,4214,4,88,2,6,568309,4214,3069,203,6,568309,2,CZ042
55172,55173,1,1,7,4,66,7,834110,683418,4214,2,2,1,6,562335,4202,3069,203,2,568058,3,CZ042
55174,55175,13,5,99,1,10,1,1268110,726818,4214,3,88,1,5,568155,4214,3069,203,1,568155,4,CZ042
55179,55180,8,2,99,1,14,1,1788530,778851,4214,2,88,1,7,554804,4214,3069,203,1,555223,2,CZ042
55187,55188,8,2,99,1,14,1,904840,690481,4214,1,88,2,4,568350,4214,3069,203,1,568091,2,CZ042
55190,55191,13,5,99,1,11,1,1788530,778851,4214,2,88,1,6,554804,4214,3069,203,5,555223,2,CZ042
55200,55201,13,5,99,0,8,1,1268110,726818,4214,2,88,1,4,554804,4214,3069,203,1,568155,4,CZ042
55217,55218,1,1,1,4,53,6,517990,651796,4214,3,2,1,3,568015,4214,3069,203,6,568015,4,CZ042
55221,55222,8,2,99,2,16,2,517990,651796,4214,1,88,2,1,568015,4214,3069,203,4,568015,4,CZ042
55228,55229,13,5,99,1,9,1,904840,690481,4214,2,88,1,6,565482,4205,3069,203,1,568091,2,CZ042
55242,55243,8,2,99,1,14,1,1350710,735078,4214,2,88,2,7,554804,4214,3069,203,1,530620,99,CZ042
55248,55249,1,1,9,4,45,5,710210,671029,4214,1,2,2,3,553697,4214,3069,203,4,553697,4,CZ042
55253,55254,13,5,99,1,11,1,1671180,767115,4214,2,88,1,7,568058,4214,3069,998,1,568309,2,CZ042
55254,55255,13,5,99,1,11,1,1788610,778869,4214,1,88,2,6,567442,4213,3069,203,6,555223,2,CZ042
55262,55263,8,2,99,1,12,1,363910,636398,4214,2,88,1,7,554804,4214,3069,203,1,567957,99,CZ042
55271,55272,1,1,9,4,59,6,303680,630365,4214,2,2,1,7,554804,4214,3069,203,1,567931,2,CZ042
55276,55277,8,2,99,1,13,1,834110,683418,4214,2,88,2,7,554804,4214,3069,203,1,568058,3,CZ042
55280,55281,1,1,9,3,30,3,710210,671029,4214,2,2,2,3,553697,4214,3069,203,4,553697,4,CZ042
55284,55285,1,1,1,4,34,4,1937210,793728,4214,2,2,1,6,562335,4202,3069,203,2,568384,99,CZ042
55285,55286,13,5,99,1,11,1,1657350,765732,4214,1,88,2,6,554782,1100,3069,998,5,568295,2,CZ042
55288,55289,13,5,99,1,11,1,1657350,765732,4214,3,88,2,6,568015,4214,3069,203,2,568295,2,CZ042
