H_ID,H_orp_code,H_orp_name,H_address_city,H_address_city_code,H_address_district,H_address_district_code,H_date,H_persons,H_persons_0005,H_persons_0617,H_persons_1899,H_income,H_venr_car_private,H_venr_car_company,H_venr_util,H_venr_other,H_venr_bike,H_region,H_munpop
3504,3212,Stod,NA,NA,NA,NA,09/10/2018,4,0,0,4,30 001–50 000 Kè,0,0,0,0,0,Plzeòskı kraj,5 000-9 999
3505,3209,Plzeò,NA,NA,NA,NA,04/04/2019,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Plzeòskı kraj,100 000+
3506,3209,Plzeò,NA,NA,NA,NA,03/04/2019,3,0,0,3,30 001–50 000 Kè,1,0,0,0,1,Plzeòskı kraj,100 000+
3507,3209,Plzeò,NA,NA,NA,NA,07/03/2019,3,0,0,3,22 001–30 000 Kè,1,0,0,0,1,Plzeòskı kraj,100 000+
3508,3108,Písek,NA,NA,NA,NA,06/09/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Jihoèeskı kraj,1 000-1 999
3509,2104,Èáslav,NA,NA,NA,NA,24/10/2018,2,0,0,2,NA,1,0,0,0,0,Støedoèeskı kraj,10 000-19 999
3510,2109,Kladno,NA,NA,NA,NA,12/07/2018,1,0,0,1,NA,1,0,0,0,2,Støedoèeskı kraj,50 000-99 999
3511,4206,Litvínov,NA,NA,NA,NA,31/10/2017,2,0,0,2,30 001–50 000 Kè,0,0,0,0,0,Ústeckı kraj,2 000-4 999
3512,2111,Kralupy nad Vltavou,NA,NA,NA,NA,04/04/2019,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Støedoèeskı kraj,10 000-19 999
3513,2115,Mladá Boleslav,NA,NA,NA,NA,01/11/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,1,Støedoèeskı kraj,20 000-49 999
3514,1000,Praha,NA,NA,NA,NA,21/08/2018,2,0,0,2,30 001–50 000 Kè,2,0,0,0,2,Hlavní mìsto Praha,100 000+
3515,1000,Praha,NA,NA,NA,NA,20/09/2018,1,0,0,1,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3516,1000,Praha,NA,NA,NA,NA,12/07/2018,3,0,1,2,NA,2,0,0,0,3,Hlavní mìsto Praha,100 000+
3517,1000,Praha,NA,NA,NA,NA,04/09/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3518,1000,Praha,NA,NA,NA,NA,30/07/2018,2,0,0,2,NA,0,0,0,0,3,Hlavní mìsto Praha,100 000+
3519,1000,Praha,NA,NA,NA,NA,03/10/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,2,0,Hlavní mìsto Praha,100 000+
3520,1000,Praha,NA,NA,NA,NA,26/09/2018,3,0,0,3,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3521,1000,Praha,NA,NA,NA,NA,26/09/2018,2,0,0,2,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3522,1000,Praha,NA,NA,NA,NA,21/02/2019,3,0,1,2,30 001–50 000 Kè,1,0,0,0,3,Hlavní mìsto Praha,100 000+
3523,1000,Praha,NA,NA,NA,NA,15/08/2018,3,0,0,3,22 001–30 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3524,1000,Praha,NA,NA,NA,NA,15/08/2018,4,0,2,2,50 001 Kè a více,1,0,0,0,4,Hlavní mìsto Praha,100 000+
3525,1000,Praha,NA,NA,NA,NA,12/09/2018,4,0,0,4,50 001 Kè a více,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3526,1000,Praha,NA,NA,NA,NA,26/02/2019,4,0,0,4,50 001 Kè a více,2,0,0,0,2,Hlavní mìsto Praha,100 000+
3527,1000,Praha,NA,NA,NA,NA,31/10/2018,2,0,0,2,50 001 Kè a více,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3528,1000,Praha,NA,NA,NA,NA,30/10/2018,3,0,1,2,50 001 Kè a více,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3529,2108,Hoøovice,NA,NA,NA,NA,19/02/2019,6,0,1,5,50 001 Kè a více,3,0,0,0,4,Støedoèeskı kraj,1 000-1 999
3530,2106,Èeskı Brod,NA,NA,NA,NA,21/08/2018,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Støedoèeskı kraj,5 000-9 999
3531,2110,Kolín,NA,NA,NA,NA,06/09/2018,2,0,0,2,NA,1,0,0,0,2,Støedoèeskı kraj,do 999
3532,2109,Kladno,NA,NA,NA,NA,04/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,50 000-99 999
3533,2114,Mìlník,NA,NA,NA,NA,02/08/2018,2,0,0,2,NA,0,0,0,0,2,Støedoèeskı kraj,10 000-19 999
3534,2112,Kutná Hora,NA,NA,NA,NA,10/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,2 000-4 999
3535,2118,Nymburk,NA,NA,NA,NA,20/09/2018,5,0,2,3,NA,2,0,0,0,0,Støedoèeskı kraj,1 000-1 999
3536,2120,Pøíbram,NA,NA,NA,NA,18/10/2018,3,0,0,3,NA,2,0,0,0,1,Støedoèeskı kraj,do 999
3537,3105,Jindøichùv Hradec,NA,NA,NA,NA,05/03/2019,4,0,0,4,50 001 Kè a více,3,0,0,0,2,Jihoèeskı kraj,do 999
3538,3105,Jindøichùv Hradec,NA,NA,NA,NA,06/03/2019,2,0,0,2,30 001–50 000 Kè,2,0,0,0,1,Jihoèeskı kraj,do 999
3539,2102,Beroun,NA,NA,NA,NA,27/09/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,3,Støedoèeskı kraj,do 999
3540,1000,Praha,NA,NA,NA,NA,21/08/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3541,1000,Praha,NA,NA,NA,NA,06/06/2018,3,0,2,1,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
3542,1000,Praha,NA,NA,NA,NA,03/10/2018,2,0,0,2,NA,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3543,1000,Praha,NA,NA,NA,NA,07/06/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3544,1000,Praha,NA,NA,NA,NA,17/07/2018,3,0,0,3,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3545,6104,Chotìboø,NA,NA,NA,NA,16/10/2018,2,0,0,2,NA,1,0,0,0,0,Kraj Vysoèina,do 999
3546,6203,Brno,NA,NA,NA,NA,31/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,100 000+
3547,8117,Opava,NA,NA,NA,NA,05/02/2019,5,1,1,3,NA,1,0,0,0,4,Moravskoslezskı kraj,1 000-1 999
3548,8119,Ostrava,NA,NA,NA,NA,03/07/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
3549,7212,Vsetín,NA,NA,NA,NA,04/04/2019,4,0,2,2,30 001–50 000 Kè,0,1,0,0,1,Zlínskı kraj,20 000-49 999
3550,3113,Trhové Sviny,NA,NA,NA,NA,05/07/2018,2,0,0,2,15 001–22 000 Kè,2,0,0,0,0,Jihoèeskı kraj,do 999
3551,4210,Podboøany,NA,NA,NA,NA,10/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,5 000-9 999
3552,4204,Kadaò,NA,NA,NA,NA,14/11/2018,4,0,2,2,30 001–50 000 Kè,2,0,0,0,4,Ústeckı kraj,10 000-19 999
3553,4203,Chomutov,NA,NA,NA,NA,12/09/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3554,4211,Roudnice nad Labem,NA,NA,NA,NA,25/07/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Ústeckı kraj,10 000-19 999
3555,6203,Brno,NA,NA,NA,NA,31/10/2018,3,0,1,2,22 001–30 000 Kè,0,0,0,0,3,Jihomoravskı kraj,100 000+
3556,4202,Dìèín,NA,NA,NA,NA,23/11/2017,3,0,0,3,nevím/nechci odpovídat,1,0,0,0,2,Ústeckı kraj,20 000-49 999
3557,8112,Kopøivnice,NA,NA,NA,NA,03/04/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Moravskoslezskı kraj,20 000-49 999
3558,7203,Kromìøí,NA,NA,NA,NA,21/08/2018,3,0,0,3,NA,1,0,0,0,1,Zlínskı kraj,2 000-4 999
3559,4202,Dìèín,NA,NA,NA,NA,21/11/2017,4,0,2,2,22 001–30 000 Kè,0,1,0,0,4,Ústeckı kraj,20 000-49 999
3560,7208,Uherskı Brod,NA,NA,NA,NA,13/11/2018,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Zlínskı kraj,2 000-4 999
3561,7208,Uherskı Brod,NA,NA,NA,NA,13/11/2018,4,0,2,2,NA,1,0,0,0,4,Zlínskı kraj,2 000-4 999
3562,7208,Uherskı Brod,NA,NA,NA,NA,15/11/2018,1,0,0,1,NA,0,0,0,0,1,Zlínskı kraj,2 000-4 999
3563,7208,Uherskı Brod,NA,NA,NA,NA,14/11/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Zlínskı kraj,2 000-4 999
3564,8119,Ostrava,NA,NA,NA,NA,03/04/2019,4,0,2,2,50 001 Kè a více,1,0,0,0,7,Moravskoslezskı kraj,100 000+
3565,4202,Dìèín,NA,NA,NA,NA,03/10/2017,3,1,0,3,22 001–30 000 Kè,1,1,0,1,0,Ústeckı kraj,20 000-49 999
3566,7104,Lipník nad Beèvou,NA,NA,NA,NA,22/08/2018,4,0,2,2,22 001–30 000 Kè,1,0,0,0,0,Olomouckı kraj,5 000-9 999
3567,2118,Nymburk,NA,NA,NA,NA,13/11/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Støedoèeskı kraj,do 999
3568,5103,Jablonec nad Nisou,NA,NA,NA,NA,23/10/2018,3,0,1,2,NA,2,0,0,0,3,Libereckı kraj,20 000-49 999
3569,4202,Dìèín,NA,NA,NA,NA,29/11/2017,3,2,1,2,9 201–15 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3570,5301,Èeská Tøebová,NA,NA,NA,NA,25/10/2018,3,0,1,2,30 001–50 000 Kè,2,0,0,0,2,Pardubickı kraj,10 000-19 999
3571,8103,Bruntál,NA,NA,NA,NA,12/02/2019,3,0,1,2,30 001–50 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,5 000-9 999
3572,8121,Tøinec,NA,NA,NA,NA,15/11/2018,2,0,0,2,30 001–50 000 Kè,2,0,0,0,2,Moravskoslezskı kraj,1 000-1 999
3573,4202,Dìèín,NA,NA,NA,NA,29/11/2017,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3574,4210,Podboøany,NA,NA,NA,NA,07/08/2018,1,0,0,1,30 001–50 000 Kè,0,0,0,0,0,Ústeckı kraj,1 000-1 999
3575,4202,Dìèín,NA,NA,NA,NA,03/10/2017,2,0,0,2,22 001–30 000 Kè,0,0,0,0,1,Ústeckı kraj,20 000-49 999
3576,3209,Plzeò,NA,NA,NA,NA,09/08/2018,2,0,0,2,30 001–50 000 Kè,1,1,0,0,2,Plzeòskı kraj,1 000-1 999
3577,5103,Jablonec nad Nisou,NA,NA,NA,NA,25/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,20 000-49 999
3578,6203,Brno,NA,NA,NA,NA,11/09/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Jihomoravskı kraj,100 000+
3579,6203,Brno,NA,NA,NA,NA,06/02/2019,2,0,0,2,50 001 Kè a více,1,0,0,0,2,Jihomoravskı kraj,100 000+
3580,4202,Dìèín,NA,NA,NA,NA,03/10/2017,2,0,0,2,50 001 Kè a více,1,1,0,0,0,Ústeckı kraj,20 000-49 999
3581,4202,Dìèín,NA,NA,NA,NA,29/11/2017,2,1,0,2,30 001–50 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3582,8119,Ostrava,NA,NA,NA,NA,01/11/2018,3,0,0,3,30 001–50 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
3583,4202,Dìèín,NA,NA,NA,NA,29/11/2017,3,0,2,1,nevím/nechci odpovídat,1,0,0,0,3,Ústeckı kraj,20 000-49 999
3584,4202,Dìèín,NA,NA,NA,NA,03/10/2017,2,1,0,2,15 001–22 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
3585,4202,Dìèín,NA,NA,NA,NA,03/10/2017,3,1,1,2,30 001–50 000 Kè,2,0,0,0,2,Ústeckı kraj,20 000-49 999
3586,6203,Brno,NA,NA,NA,NA,01/11/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Jihomoravskı kraj,100 000+
3587,7213,Zlín,NA,NA,NA,NA,26/03/2019,4,0,1,3,NA,1,0,0,0,3,Zlínskı kraj,50 000-99 999
3588,6112,Telè,NA,NA,NA,NA,31/07/2018,5,0,3,2,NA,1,0,0,0,5,Kraj Vysoèina,5 000-9 999
3589,4202,Dìèín,NA,NA,NA,NA,23/11/2017,2,0,0,2,nevím/nechci odpovídat,2,0,0,1,0,Ústeckı kraj,20 000-49 999
3590,4202,Dìèín,NA,NA,NA,NA,28/11/2017,2,0,0,2,nevím/nechci odpovídat,1,0,0,0,1,Ústeckı kraj,20 000-49 999
3591,4202,Dìèín,NA,NA,NA,NA,03/10/2017,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3592,4202,Dìèín,NA,NA,NA,NA,21/11/2017,2,0,0,2,nevím/nechci odpovídat,2,0,0,0,2,Ústeckı kraj,20 000-49 999
3593,4202,Dìèín,NA,NA,NA,NA,28/11/2017,3,0,1,2,15 001–22 000 Kè,1,0,0,0,1,Ústeckı kraj,20 000-49 999
3594,4202,Dìèín,NA,NA,NA,NA,29/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
3595,5105,Liberec,NA,NA,NA,NA,19/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,100 000+
3596,7204,Luhaèovice,NA,NA,NA,NA,24/10/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Zlínskı kraj,5 000-9 999
3597,4202,Dìèín,NA,NA,NA,NA,28/11/2017,1,0,0,1,nevím/nechci odpovídat,1,0,0,0,0,Ústeckı kraj,20 000-49 999
3598,7213,Zlín,NA,NA,NA,NA,10/10/2018,4,0,0,4,NA,1,1,0,0,4,Zlínskı kraj,do 999
3599,6213,Pohoøelice,NA,NA,NA,NA,15/06/2018,5,0,0,5,30 001–50 000 Kè,3,0,0,0,3,Jihomoravskı kraj,1 000-1 999
3600,4202,Dìèín,NA,NA,NA,NA,29/11/2017,2,0,0,2,22 001–30 000 Kè,1,0,0,0,3,Ústeckı kraj,20 000-49 999
3601,8117,Opava,NA,NA,NA,NA,21/06/2018,4,0,2,2,NA,2,0,0,0,4,Moravskoslezskı kraj,50 000-99 999
3602,7109,Pøerov,NA,NA,NA,NA,16/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Olomouckı kraj,do 999
3603,2111,Kralupy nad Vltavou,NA,NA,NA,NA,03/04/2019,1,0,0,1,9 201–15 000 Kè,1,0,0,0,1,Støedoèeskı kraj,10 000-19 999
3604,4202,Dìèín,NA,NA,NA,NA,29/11/2017,3,0,1,2,nevím/nechci odpovídat,1,0,0,0,1,Ústeckı kraj,20 000-49 999
3605,7212,Vsetín,NA,NA,NA,NA,09/04/2019,2,0,0,2,30 001–50 000 Kè,0,0,0,0,1,Zlínskı kraj,20 000-49 999
3606,4202,Dìèín,NA,NA,NA,NA,28/11/2017,1,0,0,1,nevím/nechci odpovídat,0,0,0,0,0,Ústeckı kraj,20 000-49 999
3607,4202,Dìèín,NA,NA,NA,NA,29/11/2017,2,0,0,2,50 001 Kè a více,1,1,0,0,2,Ústeckı kraj,20 000-49 999
3608,3104,Daèice,NA,NA,NA,NA,20/09/2018,3,0,1,2,22 001–30 000 Kè,2,0,0,0,3,Jihoèeskı kraj,2 000-4 999
3609,7103,Konice,NA,NA,NA,NA,23/10/2018,6,1,1,4,50 001 Kè a více,2,0,0,0,5,Olomouckı kraj,do 999
3610,4202,Dìèín,NA,NA,NA,NA,21/11/2017,2,0,0,2,30 001–50 000 Kè,2,0,0,0,0,Ústeckı kraj,20 000-49 999
3611,8121,Tøinec,NA,NA,NA,NA,10/07/2018,4,0,1,3,NA,2,0,0,1,3,Moravskoslezskı kraj,5 000-9 999
3612,8121,Tøinec,NA,NA,NA,NA,13/03/2019,2,0,0,2,50 001 Kè a více,0,0,0,0,2,Moravskoslezskı kraj,20 000-49 999
3613,2121,Rakovník,NA,NA,NA,NA,17/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,10 000-19 999
3614,4202,Dìèín,NA,NA,NA,NA,23/11/2017,2,0,0,2,22 001–30 000 Kè,2,0,0,0,2,Ústeckı kraj,20 000-49 999
3615,5211,Nové Mìsto nad Metují,NA,NA,NA,NA,27/03/2019,1,0,0,1,NA,0,0,0,0,0,Královéhradeckı kraj,5 000-9 999
3616,7213,Zlín,NA,NA,NA,NA,27/03/2019,4,0,2,2,NA,1,0,0,0,1,Zlínskı kraj,50 000-99 999
3617,7103,Konice,NA,NA,NA,NA,10/04/2019,5,0,1,4,50 001 Kè a více,3,0,0,3,4,Olomouckı kraj,2 000-4 999
3618,8117,Opava,NA,NA,NA,NA,27/06/2018,4,0,1,3,NA,1,0,0,0,4,Moravskoslezskı kraj,1 000-1 999
3619,8121,Tøinec,NA,NA,NA,NA,15/11/2018,5,1,2,2,30 001–50 000 Kè,2,0,0,0,0,Moravskoslezskı kraj,1 000-1 999
3620,3102,Èeské Budìjovice,NA,NA,NA,NA,20/03/2019,2,0,0,2,NA,0,0,0,0,1,Jihoèeskı kraj,50 000-99 999
3621,5103,Jablonec nad Nisou,NA,NA,NA,NA,27/02/2019,3,0,0,3,30 001–50 000 Kè,3,1,2,0,3,Libereckı kraj,2 000-4 999
3622,8121,Tøinec,NA,NA,NA,NA,15/11/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,1 000-1 999
3623,7213,Zlín,NA,NA,NA,NA,15/05/2018,4,1,1,2,22 001–30 000 Kè,1,0,0,0,2,Zlínskı kraj,50 000-99 999
3624,7208,Uherskı Brod,NA,NA,NA,NA,18/07/2018,2,0,0,2,NA,2,0,0,0,2,Zlínskı kraj,do 999
3625,2117,Neratovice,NA,NA,NA,NA,24/07/2018,3,0,0,3,22 001–30 000 Kè,1,2,0,0,1,Støedoèeskı kraj,10 000-19 999
3626,4212,Rumburk,NA,NA,NA,NA,10/10/2018,2,0,0,2,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,2 000-4 999
3627,5301,Èeská Tøebová,NA,NA,NA,NA,05/03/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Pardubickı kraj,10 000-19 999
3628,4210,Podboøany,NA,NA,NA,NA,10/10/2018,2,0,0,2,NA,1,0,0,0,0,Ústeckı kraj,5 000-9 999
3629,4209,Most,NA,NA,NA,NA,31/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,50 000-99 999
3630,3211,Rokycany,NA,NA,NA,NA,05/06/2018,1,0,0,1,NA,0,0,0,0,0,Plzeòskı kraj,10 000-19 999
3631,3209,Plzeò,NA,NA,NA,NA,03/04/2019,3,0,0,3,30 001–50 000 Kè,1,0,0,0,0,Plzeòskı kraj,100 000+
3632,3102,Èeské Budìjovice,NA,NA,NA,NA,03/10/2018,2,0,0,2,NA,1,0,0,0,1,Jihoèeskı kraj,50 000-99 999
3633,2110,Kolín,NA,NA,NA,NA,08/08/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Støedoèeskı kraj,20 000-49 999
3634,1000,Praha,NA,NA,NA,NA,09/08/2018,3,1,0,2,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3635,1000,Praha,NA,NA,NA,NA,09/08/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3636,1000,Praha,NA,NA,NA,NA,09/08/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
3637,3111,Strakonice,NA,NA,NA,NA,20/06/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Jihoèeskı kraj,do 999
3638,5304,Chrudim,NA,NA,NA,NA,04/07/2018,2,0,0,2,NA,2,0,0,0,0,Pardubickı kraj,1 000-1 999
3639,3211,Rokycany,NA,NA,NA,NA,24/10/2018,3,1,0,2,30 001–50 000 Kè,2,0,0,1,2,Plzeòskı kraj,1 000-1 999
3640,2122,Øíèany,NA,NA,NA,NA,16/08/2018,2,0,0,2,NA,1,0,0,0,0,Støedoèeskı kraj,do 999
3641,1000,Praha,NA,NA,NA,NA,22/08/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3642,6105,Jihlava,NA,NA,NA,NA,12/07/2018,2,0,1,1,NA,1,0,0,0,2,Kraj Vysoèina,50 000-99 999
3643,4212,Rumburk,NA,NA,NA,NA,22/08/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Ústeckı kraj,5 000-9 999
3644,4102,Cheb,NA,NA,NA,NA,26/10/2017,2,0,0,2,22 001–30 000 Kè,0,0,1,0,0,Karlovarskı kraj,20 000-49 999
3645,1000,Praha,NA,NA,NA,NA,30/08/2018,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3646,1000,Praha,NA,NA,NA,NA,07/02/2019,5,1,1,3,50 001 Kè a více,1,1,0,0,5,Hlavní mìsto Praha,100 000+
3647,8115,Novı Jièín,NA,NA,NA,NA,25/04/2019,2,0,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,1 000-1 999
3648,8117,Opava,NA,NA,NA,NA,10/04/2019,3,1,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
3649,7213,Zlín,NA,NA,NA,NA,26/03/2019,2,0,0,2,15 001–22 000 Kè,1,0,0,0,1,Zlínskı kraj,50 000-99 999
3650,7109,Pøerov,NA,NA,NA,NA,06/03/2019,2,0,0,2,15 001–22 000 Kè,1,0,0,0,2,Olomouckı kraj,20 000-49 999
3651,7106,Mohelnice,NA,NA,NA,NA,09/10/2018,2,0,0,2,NA,1,0,0,0,2,Olomouckı kraj,5 000-9 999
3652,7106,Mohelnice,NA,NA,NA,NA,11/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Olomouckı kraj,5 000-9 999
3653,6208,Ivanèice,NA,NA,NA,NA,13/03/2019,2,0,0,2,NA,1,0,0,0,1,Jihomoravskı kraj,5 000-9 999
3654,6214,Rosice,NA,NA,NA,NA,31/03/2019,3,0,1,2,30 001–50 000 Kè,1,0,0,1,3,Jihomoravskı kraj,5 000-9 999
3655,5308,Moravská Tøebová,NA,NA,NA,NA,01/11/2018,2,0,0,2,NA,0,0,0,0,0,Pardubickı kraj,10 000-19 999
3656,5213,Rychnov nad Knìnou,NA,NA,NA,NA,09/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Královéhradeckı kraj,2 000-4 999
3657,5205,Hradec Králové,NA,NA,NA,NA,19/02/2019,2,0,0,2,NA,1,0,0,0,0,Královéhradeckı kraj,50 000-99 999
3658,5109,Turnov,NA,NA,NA,NA,27/09/2018,5,0,2,3,NA,1,1,0,0,4,Libereckı kraj,10 000-19 999
3659,5103,Jablonec nad Nisou,NA,NA,NA,NA,04/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,20 000-49 999
3660,5105,Liberec,NA,NA,NA,NA,23/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,100 000+
3661,4207,Louny,NA,NA,NA,NA,11/09/2018,2,0,0,2,NA,2,0,0,0,1,Ústeckı kraj,10 000-19 999
3662,4209,Most,NA,NA,NA,NA,17/07/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,50 000-99 999
3663,4202,Dìèín,NA,NA,NA,NA,17/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,2 000-4 999
3664,4202,Dìèín,NA,NA,NA,NA,04/10/2018,3,0,1,2,50 001 Kè a více,1,0,0,0,1,Ústeckı kraj,20 000-49 999
3665,2108,Hoøovice,NA,NA,NA,NA,12/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,2 000-4 999
3666,2109,Kladno,NA,NA,NA,NA,12/07/2018,4,2,0,2,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,50 000-99 999
3667,2115,Mladá Boleslav,NA,NA,NA,NA,31/10/2018,4,1,1,2,30 001–50 000 Kè,1,0,0,0,2,Støedoèeskı kraj,20 000-49 999
3668,2115,Mladá Boleslav,NA,NA,NA,NA,01/11/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,1,Støedoèeskı kraj,20 000-49 999
3669,2115,Mladá Boleslav,NA,NA,NA,NA,09/08/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,20 000-49 999
3670,4203,Chomutov,NA,NA,NA,NA,30/08/2018,4,0,3,1,22 001–30 000 Kè,1,0,0,0,3,Ústeckı kraj,20 000-49 999
3671,4103,Karlovy Vary,NA,NA,NA,NA,22/08/2018,2,0,0,2,50 001 Kè a více,0,1,0,0,4,Karlovarskı kraj,20 000-49 999
3672,8111,Karviná,NA,NA,NA,NA,17/04/2019,2,0,0,2,50 001 Kè a více,1,0,0,0,2,Moravskoslezskı kraj,50 000-99 999
3673,8111,Karviná,NA,NA,NA,NA,05/03/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Moravskoslezskı kraj,50 000-99 999
3674,4103,Karlovy Vary,NA,NA,NA,NA,15/11/2017,1,0,0,1,ménì ne 9 200 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
3675,1000,Praha,NA,NA,NA,NA,20/06/2018,1,0,0,1,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3676,1000,Praha,NA,NA,NA,NA,18/10/2018,4,0,2,2,50 001 Kè a více,0,0,0,0,2,Hlavní mìsto Praha,100 000+
3677,1000,Praha,NA,NA,NA,NA,15/08/2018,3,0,0,3,50 001 Kè a více,1,0,0,0,1,Hlavní mìsto Praha,100 000+
3678,1000,Praha,NA,NA,NA,NA,15/08/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3679,1000,Praha,NA,NA,NA,NA,18/07/2018,5,1,1,3,22 001–30 000 Kè,1,0,0,0,4,Hlavní mìsto Praha,100 000+
3680,1000,Praha,NA,NA,NA,NA,06/09/2018,4,0,0,4,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
3681,1000,Praha,NA,NA,NA,NA,14/02/2019,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
3682,1000,Praha,NA,NA,NA,NA,03/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
